Index_No,Date,Review,Rating (0 - 5)
361,2023-07-25,"Hi Instagram Team, I just updated Instagram and currently facing some issues with the latest update that I installed. Issue 1 UI problem After updating Instagram to the latest version, I noticed a few glitches in the user interface. Some buttons seem unresponsive, and the overall navigation feels a bit sluggish. Issue 2 Reels not opening The most concern problem I encountered in related to Reels. Whenever I try to access Reels, I'm unable to view any videos.",1
362,2023-07-25,"The sex bots are more than the real people ot this app... I get low exposure even with the right tags and everything. The settings menus are so confusing, lacks logic... Suggestions are not even close to what i like to see, even though i mark the unwanted videos it still keeps showing me stuff i don't want to see!",1
363,2023-07-25,"Dear Instagram, The Collaborator button option option is not available on my instagram account. I've updated the app to the latest but I still cannot find the Collaborator option. As well it's been a long time since I've complained about the Collaborator button option but no steps have been taken. I request you to kindly look for the Collaborator option and make it available as it is very important for me as a content creator to interact with audience. Thankyou!",2
364,2023-07-25,"Lately I've seen alot of people adding music to their notes, so I looked up how to do it. Then I learned that my ig needed an update but every time I hit the button to update the app, it says pending for a second then completely stops, giving me the update button again. And I rarely get notifications for messages but I get them from people posting and tagging me Update, now the play store doesn't give me the option to update anymore, and I still never got the update",1
365,2023-07-25,"Lots of little glitches. Won't stay in dark mode. When someone sends me a dm and I open it, it automatically opens to a dm they sent me months ago. I get the red dot but there are no new notifications. Little things that will probably be ignored for months! Surprise surprise! They released an update and now I can't watch any reels. Good going Instagram!",1
366,2023-07-26,"They need to work on reloading on reels, takes to long or I gave to reload multiple times to get new videos, and when I exit and open the app the same reels are there, but if I push the button to go to my phones home screen, the videos reload and it pisses me off Edit: app improved on the issues I statedð",4
367,2023-07-25,"Your app does not work correctly. If I press on a ""suggested story"" that I might be interested in, it should take me to the post, correct? It it just putting the shaded filter on these stories when I press them, as if I have already watched them, when in reality nothing is happening. Fix whats broken before you make any more ridiculous ""updates"" for TikTokers. Edit: tried uninstall/reinstall. Now the app is claiming it needs to be updated perpetually through the google play store.",1
368,2023-07-26,For whatever reason I can't see a suggested reel when I press on it. It doesn't open just indicates it's pressed and nothing happens. Also that damn glitch where if in dark mode it sometimes turns everything white and dark and you can't see text. (Galaxy Fold 4),3
369,2023-07-26,"Terrible app, never works properly and it's impossible to contact them. They do that intentionally, too. So you can't complain, and they don't have to fix their site. They're just lazy and they know it's popular enough that people will use the app regardless of whether or not it functions properly. It's a very important app to me because it's the only way I can contact most of my friends, so it really sucks when the app decides not to work half the time. Don't get it, waste of time.",1
370,2023-07-25,"Edit: the hashtag is still an issue to get engagement on post and be able to reach target audiences. There is now a new problem, personally for me I don't enjoy seeing it be a constant what message the person last seen. Usually the icon would go away after I send another message they haven't seen, but now it's just permanently there. It's confusing for me!",3
371,2023-07-25,I am not able to see my direct messages from 1 month..as its not getting loaded though my connection and else everything is updated then too. Now it's even I am not able to see the notes section? Why it's happening! I've been reporting this bug but again..not getting a single reply from help and support side !!! Either help me out or remove insta from Google Play Store,1
372,2023-07-25,"Every single one of my photos posted gets glitched, and I don't mean pixelated because of slow connection. I mean source is fine, but a bad cyberpunk filter makes its way onto my pictures after I hit upload. Support won't do anything, so I'm rating 1*.",1
373,2023-07-26,"Won't let me publish anything at all! I desintalled the app multiple times, logged out and in as well, and the same problem kept happening. This has been going on for a day now! I even made sure to update my phone to the latest version, and it's still the same ð ",1
374,2023-07-26,"Not a bad app, I like using it a lot. However just before the recent update the reels wouldn't open and even after the update the reels won't open. Other than that have had no issues.",3
375,2023-07-26,Dear Instagram! I can't get all my new notifications in time they must reach to me. I get these notifications after a long time of 1-2 hours. If someone likes my story and I get notified about that then I can't see them in my story views list and my views counting always remains wrong. If someone messages me then that message reaches me after 12 hours. After refreshing I also can't get this. Please change this. Truly disappointed for this. ð¤,1
376,2023-07-26,The reel editor is super glitchy for me. I can't play the reel back as I'm editing it. Also I suddenly can't click on suggested reels now for some reason. Some parts of this app just don't function correctly if at all..,2
377,2023-05-04,"Since the new update, the problem is Story. When I use the filter or music on my story. The picture got blurry and not cleared. Also, I put my story with the music on my highlight. A few weeks later, when I try to watch my highlight that has music on it...the music cannot be heard anymore.",2
378,2023-07-14,"Alt tabbing to another app then try to go back to Instagram, it's like it was never opened. Themes are all black, no matter which one is chosen in a chat group. Opening a notification causes text to not be visible. Opening the app then going to the notification in chat works fine. Only happened since the last update",1
379,2023-06-06,"I have wasted so much time uninstalling and reinstalling, trying every possible troubleshooting solution and I still can't react to messages in dms and access to putting things on my story comes and goes as it pleases. It's kind of ridiculous honestly, I've had this app for so long, but seeing how all of my friends can interact with it in a way I can't is very frustrating.",2
380,2023-07-17,I don't know how to start. Instagram is getting really poor in its features. I've been facing so many problems for a few months now. The most important one is my reel option has been disabled. And I've reported about it endless times but they're still not fixing it. I'm really disappointed with Instagram. I'm this close to uninstall it now.,1
381,2023-07-24,"It's a really bad program, it's full of bugs, even though I installed the latest version, message reply still hasn't been activated for two of my accounts. For that one account, I can't even see the profile pictures. It's really awful. They never look at the comments I write for the program, as if they don't care",1
382,2023-05-11,"For someone like me who doesn't want interaction much (hence no FB) but still would want to post and consolidate pictures/videos and day to day stories, Instagram is a great app. Edit: I now have the option to just view my followings' post with an extra step, fine. Don't know whose idea was it to replace the date posted with weeks though. I need to know the dates when I try to reflect back on my memories! Hopefully they bring the date of the post back, week counts are useless.",3
383,2023-07-09,"I think there's a problem in my Instagram, i cannot use my Instagram. As soon as i open my account, it automatically exists the app. I have deleted and then reinstalled the app many times but still i am not able to open my account. After entering the password, my account opens for 1 second and then it automatically exists the app. Please try to fix this as soon as possible",1
384,2023-07-11,"More than disappointed. You've chosen an awful way to ruin your app and it's getting worse and worse with every update, especially the most recent one with how you've changed your tagging system. Awful, just awful, I'm beyond disappointed. It's buggy, laggy and on top of all it messes and warps my pictures when I try to post them. Just return it to how it used to be.",1
385,2023-07-13,"I use the app for posting and promoting my art. In the beginning, it was great but recent updates have made it very difficult to do this. The worst of these updates is the removal of the recent page from the hashtags which makes it almost impossible to see posts from small accounts. I can't say I recommend this app anymore to any one pursuing anything besides the most basic form of social media.",2
386,2023-07-09,"This app is not the best as before meta. I've a bug where I can't watch reels and videos. Even though I've updated for several months and writing down an issue in the help center,but still now I don't get it fixed. Even I tried uninstalling this app and reinstalled it. That's the only times I got the reels and videos option but even though it got disappeared when I closed this app and reopen it. If anyone facing same problem as me and cleared it. Just tell me how.",1
387,2023-05-29,"Five stars for the new appearance, as well as new features! I love the new music feature just like Facebook does. However, it doesn't seemed convenient for new Instagram users like me: For example, Instagram unexpectedly crashes when the app isn't responding. Please fix this bug in your new update. Thank you. :)",5
388,2023-07-09,"Good, only problem is I can't open the web page on my laptop. It's just showing a blank page and isn't loading. I already checked, all my systems and stuff are updates, it's the site that's not working. That's very sad because a lot of my projects are made and saved on my laptop, so to post I now need to connect my phone, transfer the file, go to the app on my phone, find the file on the phone, remember how to upload it... Please fix the problem, it's been like that for quite a long time now.",4
389,2023-06-14,"It's so stupid how lazy designers/developers managed to ruin photography by allowing only vertical layout and not having multiple photo sizes per post. Also the places geolocation are always wrong. It would be better to have the selection of the location for the stories in a map, or preview the geolocation of the one selected from the list.",1
390,2023-07-16,"Multiple bugs, lost general content on reels and switched to lactation based. Horrible Bugs - 1. Long press for pause leads to restarting reel 2.Major bug not fixed for two years now despite the populous of complaints. Horrible feedback. The page goes into a blank either white or black immersing the text along with it. 4. Unnecessary shifting of general toggles from one spot to the other. Irritating AF. 5. What is the point if refreshing feed if I switch app for a bare second.",1
391,2023-06-23,"Update: 0.5 stars. The option to upload multiple photos has a glaring problem that is clearly not getting fixed. I only post because I have a few friends on there who are fellow artists, but this app is useless. They've removed functionality by not allowing users to sort the most recent posts, it's impossible to see any posts that don't get a lot of interaction, effectively making smaller accounts invisible. This was a really bad decision and likely based on an ulterior motive.",1
392,2023-07-07,"The app works alright but, the recent update is horrible! When you go to view new post in a hashtag, nothing changes! How is anyone supposed to get engagement? This is badly messing with engagement for all, especially artists. I would rate this higher if they changed the tagging system back to how it was. Also, the number of ads has been overwhelming lately, I can't scroll down anywhere without seeing an ad after two posts! Please roll back on the number of ads!!!",3
393,2023-07-11,"Whenever i open i chats the themes are reset to default. Ive uninstalled the app, reset the cache, always make sure ita up to date and log out of my accounts. Yet it never seems to fix. I dont get notifications half the time for when someone messages me and when i do it's delayed by hours even though im connected to the internet. My notes wont publish until the 3rd time or more i write it. I really hope this is fixed soon because it happens very often on multiple devices. Please fix it ASAP.",2
394,2023-05-19,"Downloaded latest update. Camera shutter button is not working at all, can't post stories, can't click pics, can't reply to peoples picture replies. Messed up. Would remove the one star at this point If i could The camera is messed up. There's an automatic brightness and sharpening of images post processing the picture when clicked.. videos are fine All of a sudden I can't reply or react to messages. At least keep some consistency. App won't open now. Great.",1
395,2023-05-07,"Bugs never get fixed. If you upload carousel posts with multiple photos the framing will glitch after every edit. You can't add sounds to reels or the entire app will freeze. I have bought a new phone, updated my phone, restarted my phone, updated the app, reinstalled the app and still no luck. Instagram is great, it just seems whoever at Android is supposed to make sure it works with the operating system is lazy or lied on their CV about their qualifications",1
396,2023-07-26,"Too many bugs are in new update, in reel section will not able male reel with more then 6-7 videos it's always stopped working in my nothing phone. In my other mobile when making reels suddenly got message of full storage when app is already moved in external storage. In my samsung galaxy device",2
397,2023-05-30,After the latest update sometimes the app get slow and even stories are not loading. I have to uninstall and reinstall the app again to make it right. Don't know what is the issue. All the the social media apps run smoothly at the same time so not the issue with my data speed. This is happening is few days interval. Please look into this and resolve the issue.,2
398,2023-06-28,"Everything else is good but I can't tap in on photo stories. I've tried everything like, deleting and then reinstalling, updating the app, reported it within the app (that went unresponded, by the way), closing and then opening the app COUNTLESS times and even restarting my phone. I don't know what to do at this point, please help.",3
399,2023-07-18,"Since I started using professional mode, its getting worse, music and songs I was using to make reels is not appearing, even when i try to search my favourite Bollywood music it's not found, suggested audio also syncing whole day and night, but audio music not appearing, I have reported issue many times but developers are still sleeping, They don't want to wake up..",1
400,2023-07-04,"It's software to edit reels is trash. My music never syncs up correctly. Half of the time my drafts don't save. I've also had the app unexpectedly close on me, causing me to lose all of my progress on a reel that I was creating. For an app that forces people to use their reels feature just to grow, it's terribly inaccurate.",3
401,2023-07-15,"One: Out of various bugs, one which annoys me is that, my friend is on Instagram, but his ID doesn't show up in search. He is tagged in other's stories, but if I click his user ID, it's not showing the option to go his profile!! Two: Ofc, the usual bugs which other users state. Pls fix this issue.",2
402,2023-07-14,This application is worst. Bluetooth is not automatically connected for instagram calls we have to restart teh bluetooth. We can not view reels during whatsapp call as audio does not work. We can not view insta reels during insta calls also as audio is very low during the call. They should definitely do some bug fixes in their application.,1
403,2023-06-14,"This is actually a very great social media platform where we can upload and see any kind of post , reels , videos , stories etc. It has more features but I can see that it has a lot more features problem and havent yet fixed more bugs. I think it has too much more problem . So I kindly request the team to fix this as soon as possible . However my friends cannot see my story , post , reels . I update this app always when available but after update no change in the app . App interface is good",5
404,2023-07-24,"Too many bugs and I have raised as well but no contact or resolution Once I click on a reel or visit a third party ad, the entire Instagram app turns dark and I can't see the texts anymore. When I type something in the comments, instead of showing in multiple lines like a paragraph it continues to write in a line. It's difficult to read what I wrote in the beginning. I have raised all these issues but Instagram doesn't bother, they just want to earn money from reels",1
405,2023-07-16,Love the app and talk to my favorite people on there every day. It's not to complicated and it's comfortable to use.. but I hate how it's now updating like every other day and when it does if I'm posting something it breaks it and I have to delete it. This may sound picky but no five stars for that. as a person who puts alot of creative energy into my posts I don't appreciate losing my work. Thus far the updates for my version haven't been worth destroying what is some times hours worth of work.,4
406,2023-06-05,"Instagram was amazing until a few months ago, it seems that none of the issues are getting resolved. My main Instagram account has no facility to play reels. I have uninstall and reinstall Instagram everytime I want to see reels. And once I close the app, the reels do not show up again. It has become pretty much a hassle instead of fun.",1
407,2023-07-02,"Instagram was fantastic back in the day. It was a great way to connect with other photographers and get exposure with my own photos. Then the algorithm changed and now I'm lucky if 1/8 of my followers actually see my images. The same goes for my own feed. I hardly ever see the people I'm following in my feed, it's all ads and reels there now. I think many people have quit using Instagram and it's only a matter of time before I delete my own accounts.",1
408,2023-06-03,"I see a post of my friends on the feed for two seconds and then it disappears and says ""you're caught up"". When I click the ""see older posts"" none of the posts show up that I've seen recently, just ones from several days ago. This app has turned into an advertising bombardment and I have lost the ability to understand what part of this is ""social"" media",1
409,2023-05-02,"This app has not been working- most times when i open the app, the page/my screen goes completely white, i tried refreshing the app, & closing it & reopening it, but that doesn't help. this does not happen with any other apps, so i don't think it's my device that's causing these issues. The rare times it does load, if I click on a post that I'm interested in, the post completely dissappears & then my whole feed reloads in a different order... not sure what's going on but it's not workingð",1
410,2023-07-09,Used to be a decent app but now it just crashes every other week until I update the app. Posts get recommended in some wierd order in which I will see seven videos from one person and nothing from others. Also seem to get videos recommended in a random order in which it will be minutes and hours for one video and than nine weeks for the next even though I've seen and liked the video previously. Likes on videos seem to disappear at random meaning I have to like videos multiple times.,2
411,2023-07-08,"It turned to a real disaster!! In new update, I can't even send a voice in direct! Vioces don't send! After a long time not having reply feature in direct messages,and just got available for a short time, I installed new update,and guess what? It's unavailabe now again :) Writing comment became so difficult, because you can't see what you're writing when the default section gets full !! what is going on? It's supposed to get better, right? Why it's geting worse day by day?",1
412,2023-07-11,"Update: My reply and emoji reaction bugs were fixed, and I couldn't be more thankful! On the other hand, the message icon for me is still a paper plane, not the messenger one, and besides that, I still don't have the themes update available, and my message from the chat are always gray! It's so disappointing not being able to customize. I think that the app is overall great, but those silly imperfections lack from its enjoyability. I really hope these will be fixed ASAP! Thank you for helping!!!",3
413,2023-07-08,"No support whatsoever. Been locked out of my account due to an app glitch, and there's literally no one to contact or assist with any type technical issue. They once had a support email, which they've since deleted so you're pretty much on your own if your account gets hacked. All information, images, messages etc, gone!",1
414,2023-07-10,You know what I really love about this app? The fact that it tries to copy tiktok but gets it so wrong. Reels keep deleting my original audio for my videos when ever I upload them. There's no copywriter sound with it. My original audio and reels keeps removing the audio. I'm done struggling with this stupid app.,1
415,2023-07-09,"Many attempts to send some fotos soemtimes. And thst can be super annoying. Also the notifications are like half an hour late, what's wrong with that? Pls fix this, I keep missing msgs from friends cuz of no notifi. Maybe if you give more tools for applying to reels, it wil be greatly appreciated.",3
416,2023-07-11,"Location of buttons (interface) keeps changing all the time. When you get used to one layout, it gets changed to another. Glitches frequently. Why change something that works fine? Hire professionals, not students who do experiments with the app.",1
417,2023-07-18,"The only thing I'd like to change is, when a video is playing I'd like to be able to pause it without having to click on it & all that extra stuff. Just on my feed be able to pause. That's why it's getting a 4 star. If that can be fixed then it'll be a 5 star for me.",4
418,2023-07-07,"The app itself is fine, it allows me to do everything I need it to do, but I've recently noticed that all of my chat themes have disappeared. Even if I change the themes back to what they were, let's say astrology, it'll change back to the default theme the minute I close the app and open it again. This has been constantly occuring and it's driving me crazy because I usually figure out who I'm texting with the distinct theme rather than the name of the person.",3
419,2023-06-06,"Bring back the recent button! I swear, why break something that is perfectly fine. Now I cannot sort posts by hashtags by recent and top, but rather by top posts and recent top posts. Which are exactly the same! It's rubbish! Please bring back the recent filter instead, there is no point in the two filters if the posts they show are the same and new content just gets buried underneath.",1
420,2023-07-09,"I had no issues before, but right now I have this very annoying problem: if I try to log in one of my accounts, Instagram immediately crashes. However if I clear data and log in with another account the app works perfectly fine. I tried everything (restarting phone, reinstalling the app, clearing cache etc.) and I'm not using the beta version. Thankfully I can log in the account on computer but I need to have access to the account with my phone as well. Please fix this asap!",1
421,2023-07-11,Experience is overall good.. but sometimes having problem with theme setting like if i opt for dark theme it sometimes shows up with white bands and when i refresh the app then the issue goes away.. it shouldn't be happening.. i think the app has certain issues I'm not sure but this is my concern... And yes sometimes I'm unable to open the app as it exits automatically...,4
422,2023-07-11,"I had given Instagram 1 star due to not being able to reply to individual comments in messages or react to comments with emojis, but the issue has been fixed, so I'm giving it 4 stars now. I would give it 5 STARS if pictures sent through message didn't come out blurry or low quality. Even high quality and resolution sharp images appear blurry when sent through message. Besides that GREAT AND FUN APP!! :)",4
423,2023-06-06,"The UI has really worsened over the years. Right now, even the dark mode settings don't work properly. I have a preference for dark mode on my phone UI, but insta is on light mode. Whenever i open a link from insta and then return to the app, the app turns into an unreadable mess because both text and the background are black. Edit: dark mode is still broken as of June 2023. Wanted to add that the long press on emoji reacts to messages has also broken now. It works very erratically",1
424,2023-07-09,At the moment I can't even get into instagram because when I open it it instantly crashes. I've cleared the cache and deleted and reinstalled the app and still nothing. I'm not seeing any bugs or updates to fix the issue as of now. Normally it works great with limited issues for me.,2
425,2023-07-09,"This app is always buggy as hell. It isn't updating my friends story and instead it shows a story from a day ago as ""story is unavailable"". Not only that but the theme in my chats keep being turned off. I can use the ""add yours"" feature. I'd give it a 0 if it was an option. I update the app, I restart my phone, but nothing fixes it.",1
426,2023-07-23,"Dear Instagram, The message button option & the Poll option is not available on my instagram account. I've updated the app to the latest but I still cannot find the Poll option. As well it's been a long time since I've complained about the message button option but no steps have been taken. I request you to kindly look for both the option and make it available as it is very important",1
427,2023-07-04,"I am raising my star level since I was finally able to get back into an old account that I had been locked out of due to change in phone number. Very happy about that! I don't care for how Instagram distorts my images when I zoom and crop. It never used to do this. Insta is one of my favorite apps, however I will not post distorted images. I have figured out a way around it but I wish they would put it back the way it was.",4
428,2023-06-23,"Lots of bugs/irritating issues: Some of my highlights don't work. The gif stops or the audio/music on it. Whenever I open a song to check out reels on it, they don't work and stay freezed. Search messages feature is full of bugs. Looking through exchanged pics/videos is a hassle - it doesn't go forward or load more. It's in specific profiles.",2
429,2023-07-07,"Great for posting photos, they often look better with filters. But it has numerous bugs and crashes often. Sometimes it weirdly crops photos on posting. Occasionally clearing cache/data works. But over the years I've had to uninstall/reinstall many times.",3
430,2023-06-20,"It was good, until it wasn't. I tried and tried many times to upload a video, and every time it cuts it down to 10 seconds! What is wrong with you! And to top it, I can not login with the a nonpersonal account I have, neither the app nor the internet page allow it. You know? I've got both the password and the name and it still doesn't allow it. Good for nothing chit.",1
431,2023-07-21,"If I turn my activity status off, it will still show me as online. I have uninstalled and reinstalled the app, updated the app, restarted my phone, forced the app to stop and reloaded it, but nothing, nothing will change the activity status settings, it will always force my activity status to show. This is a very strange bug I hope gets fixed soon!",2
432,2023-07-13,"It was nice to look at art and recent posts. Even made an account and spent literal hours preparing to start posting art myself. But then you got rid of the recent tab, and I lost all interest. Top posts and recent top posts are the same. They rarely change, and I have no way of finding newer posts from smaller creators without prior knowledge of their work. So I went from using it semi-regularly to basically never, and so have many others. There's no reason to engage anymore. Your loss.",1
433,2023-05-21,"After the recent update I can't scroll to the next reel after watching one. I have to go back and then click the next reel. I don't know why I'm experiencing this issue. I tried reinstalling the app twice and the same problem continues. 1st use has no problems, but after that it creates the problem of not being able to scroll to the next reel. Please look into this..................",3
434,2023-07-04,I've been using this app for a long time and it's good for communicating with your friends and pretty much nothing else. As an artist I'm constantly fighting the algorithm to get any of my posts to show to anyone. Nothing but reels are being promoted and they constantly change the layout of the app in confusing manners.,2
435,2023-07-12,"At first I was very iffy in Instagram, just always doing pictures and no text based posts. But this made me wanna take more photos and I've had a lot of fun with fan pages. I would've said my only complaint was that they changed it to where the posts only said they were made weeks ago and that made it confusing, but they've since fixed it.",5
436,2023-07-11,"So now I can tag on previous reels but can't upload any new reels from the phone or other apps (ex:tiktok share). You fix one issue, and 10 more come along. What's nextð¤¬...Cant tag anyone in Reel, crashes during reel upload. I'm REALLY getting fed up with Meta and IG. not to mention trying to force ""threads"" down my throat! The constant crashes, eating battery life, and still going from 855mb to 32gb all extremely unacceptable and damaging to phone ...ready to call it quits",1
437,2023-07-09,My Instagram app is not working properly. It automatically switches off as soon as I open it and works after trying for more than 20-30 times. It does not even have the same features as of the lastest Instagram updates when it works. Please see to it and resolve as soon as possible. My phone is OnePlus Nord CE2,1
438,2023-07-26,"Totally disappointed by it's over loaded features.. Missing old Instagram... I'm not able to wwtch reels, not able to react to the texts not able to drag the text and the chat themes option is not at all available..please have a look on that..",1
439,2023-06-29,"the new update makes it difficult for artists and new accounts to get any sort of traction, posts don't load or won't upload sometimes with no explanation other than ""it's not working right now"", sometimes the screen changes from dark to light mode randomly, messages don't load/show when you click on a notification, this app is just not fun anymore.",1
440,2023-07-07,"It's cool, but on my cell phone (android) sometimes it bugs. I have on my normal system light mode and on Instagram dark mode. But sometimes it's on light mode anyway. Not everything, sometimes it's my feed, somethimes my profile. It's really annoying and if I want to fix it, I have to close the app and open it again.",3
441,2023-07-09,Getting worse after each update I can't even properly use it so much lags and bugs. Problem 1- Not able to add songs on notes. 2- Very much lag problem. 3 - least optimization. 4- Getting messages notification very late in gap of between 2-3 hrs. Please resolve it as soon as possible. Worst app I have ever used. WhatsApp and Youtube are far more better than this!!,1
442,2023-07-18,"this app is specifically designed to be useless if you ever go viral. firstly they only ever show you the last 6 hours worth of notifications, which is entirely useless, and then they're notification filter doesn't work 90% of the time. You ask it to show you nothing but comments, and it shows you a blank screen. The engineers that work at this place probably tell people that they work somewhere else",1
443,2023-07-09,"App has had a large number of bugs and currently is not working at all: app will randomly switch between light and dark mode, opening comments on reels or any post will occasionally crash the app, as of 7/8/23 the app is currently unusable as it instantly crashes at open. Clearing cache or restarting phone and reinstalling app has not worked.",1
444,2023-07-14,"Hello, this is a great app. But I've been experiencing a glitch. From some days I'm not able to see my texts on Instagram. I get notifications. But when I open them I can't see the texts or anything. Same with reels. I get the notification but when I open it it isn't there. Do something. Regards.",5
445,2023-07-22,"I hope one of these days we could see an update where users can create story without publishing its status immediately, but letting it pile up to become a compiled story highlight before we get to publish it, but this time, we get to chose if its appearance will only be available particularly on our profile page only, and not for the home page for everyone to see (having story highlights as an option for publishing stories on home page would be a great idea, too!).",5
446,2023-07-20,I'm having major issues and it seems everyone else is too. App is literally unusable. Just yesterday it stopped working. Open the app crash. Open again crash. Click on message notification I can see it for a second then crashes. Seems like everyone is having this issue too,1
447,2023-07-07,Instagram doesnt work for me yesterday it worked today it doesnt. After this update and before it it just kept crashing. I restarted my phone twice and cleared the cache for instagram like 5 times but it keeps on coming back. It tells me their is a bug and I have to wait until the creater makes a update to fix the bug. Sooo I cant even use it right now. I dont see any other update right now so PLEASE fix this app. Thank you!,1
448,2023-07-09,"Suddenly, the app has started immediately crashing as I open my art acct (it has been doing this for the last two days). I've tried reinstalling it (three times) but it still does the same thing although it'll let me use my personal acct no problem yet the minute I try to log into my art acct, it immediately crashes and says ""IG cannot open"". It wouldn't even give the option to switch back to my other acct either.",2
449,2023-07-19,"Hey, it's me again. Well, I tried logging in through Chrome the app itself, it's hundred times better I would say. But it's impossible to refresh the pages, be it home page or explore page. And I don't think so it's an internet problem. I aplogize for complaining and whinning so much but can't help it.",3
450,2023-07-17,"Okay look, I love using instagram, it's a great app. However, I just wanted to suggest an option where we could block the reels section after a certain time limit set by the user. Having an option to block not the posts but only reels section would really help me and a lot more people who use instagram in a more healthy way. I hope you take this suggestion to create a more happy environment on the app.",4
451,2023-07-09,The app has been crashing and closing itself all day. My phone tells me a bug was detected and to download the updated version of the app. I checked and there is none. I have deleted and downloaded the app again and it still crashes and closes itself out. How can I fix this?!,1
452,2023-07-07,"I can't access my account!! This is ridiculous! I forgot the password..keeps sending the login code to my old email and phone number The account is connected to my Facebook account, but I still can't open it Asked to send a video selfie to match it with my photos, but every time i press submit to upload the video, it gives me an error!!!",1
453,2023-07-10,"Recently, I have posted 3 Reels. They aren't getting the plays that they used to get, so now there are less views. Also, the resolution quality is very poor. I went into settings and optimized the apearance and it did nothing to improve the quality.",3
454,2023-07-22,"I'm really struggling with this app atm it won't let me save photos taken on my story camera and it's starting to really annoy me. It's been months now I've had to screenshot thw photos killing the quality. The app is up to date. I have loads of storage. Ive uninstalled and installed again, It's not a problem on my end.",1
455,2023-07-22,"DM's won't delete. Can't filter notifications. I try to pin reels but they don't stay pinned. I can't filter my notifications bc they freeze. Can't see what I'm typing in comments. Posts on people's pages & mine aren't visible. Says there's 100 but it's only showing like 9/13 then black below it. I can't report a problem bc it says ""error, report cannot be submitted"". Fix it please, it's all very frustrating.",2
456,2023-07-23,Doesn't work very well on fold 4 Can't edit pictures when fold 4 is on bigger screen as doesn't allow you to click the tick to move on. Also doesn't let you add your pic to the screen properly when adding more than 1 pic it crops of a black line to one side. Used to work okayish till the latest update. But even then needed improvement,1
457,2023-07-17,"Hope this request reaches you well. Can you please ð add album options to the Instagram story for Android users. I have over 10,000 photos in my gallery. If I want to add old photos to my ig story, i have to scroll up and down the photos to get the right one. If one wrong press, then have to start all again. Why can't the photo album start from where i left from? This hurts my fingers. Please bring that options backðððð",1
458,2023-07-10,"It is very glitchy and buggy. Today July 10 2023 I opened my instagram and texted my peers , I could see them typing but I got no messages. I waited for a few hours but there was no reply at all. They all received my messages and they replied to them but I couldn't see it. So I reinstalled the app hoping for everything to get fixed but instead I lost all my message history and I could no longer view my older messages. This was a bad bad experience. Pls consider actually helping your users.",1
459,2023-07-16,"Change to tag filters has ruined my experience. Cannot find recent posts or even have the option to filter by date anymore. Prevents me from finding and following the sort of content I'm looking for. That's not even mentioning the many, many bugs the app is riddled with. Or the bot/spam problems.",1
460,2023-07-09,Keeps crashing all the time. Very much glitches. Not recommended at all. Not safe. Destroys your phone performances. Makes your RAM work bad. Bigs are not being resolved. feeds are not good. Related searchs are most of the time are useless. It keeps hearing your voice. Uses your data.,1
461,2023-07-25,"The recent changes has made it quiet hard to use, I'm an artist I make art but this app has made it harder for all the small businesses, the reels has ruined it all, and it's loaded with adds now. And what's with the often changes in tools here and there, this used to be an amazing app..but turned into a headache honestly",1
462,2023-07-20,I can't believe they removed the recent hashtags! As a small artist it helped finding other accts that like similar stuff and now the accts/artists that are already popular are just getting more attention/popular. Bring back the hashtags! Also the reels option keeps messing up. The transitions only work once in awhile and not for every slide. It also keeps stopping and glitching when I'm trying to edit the reel. Hopefully they'll fix these problems soon or they're going to lose more accounts.,1
463,2023-07-09,"I haven't been able to access the app at all for the last couple of days. Crashes when I try to open it. Even before the app stopped working entirely, it was a dumpster fire. Little to no moderation most of the time, over-moderation at other times. 75% of the ads I see are blatant scams. Bots everywhere. I haven't even mentioned the toxic communities that lurk there. Meta/Facebook is an awful company too, if that helps.",1
464,2023-07-23,"What happened to the selection of photos whenever I make a story? It repeats the same picture (thumbnail) from the previous pictures, that's why whenever I click on a picture (because I'm making a story), it's the wrong picture. I can't make stories efficiently like this. What can you do?",1
465,2023-07-15,"Horrible app. My wife and I have the exact same phone OnePlus 10T on the latest software version. She can have emoji reactions and ""reply"" to specific messages in dm's I cannot. I have tried reinstalling, clearing cache/data, force stopping the app. And still I have less features than someone with the exact same phone/version of Android.",1
466,2023-07-09,Well. This app was going well until it just stopped opening since yesterday. It says that it has some kind of bug in it nad try upgrading the app. Well I've upgraded it but still it says it has some kind of bug. Please fixing this app. I'm sick of it. I've tried uninstalling it and then reinstalling it two times but still it closes immediately after opening it. Please fix it immediately ð,2
467,2023-07-09,"lately when i share posts it keeps sending posts to the wrong accounts. E.g. I share a post to a friend (I am sure i selected the correct profile), only to find out the post was sent to a different chat later. Please fix this bug! It has been happened continuously, multiple times in the past two months!",1
468,2023-07-08,Instagram is the best social media by far!! It has really gotten more features over the years. One thing I would add to the app is the ability to add text to photos in the editing part of posting. I think it would be beneficial for a lot of people and myself. But I love Instagram and it Is my favourite social media,5
469,2023-07-11,"Hi Team, It is highly frustrating that Instagram eats up the battery too fast. Man! Its a just a social media application not even a game though!, to consume high usage of graphics and too much load on cpu. I just scroll on Reels mostly. But why?!. Firstly fix that, which is most appreciated. Rather than pushing the updates frequently without any information what the changes are made up. Thanks, Fayaz",1
